"protein","clstr","name"
"WP_205492001.1",264,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142688802.1",265,"MULTISPECIES TRANSGLYCOSYLASE SLT DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214704643.1",266,"MULTISPECIES DEADDEAH BOX HELICASE FAMILY PROTEIN BACTERIA"
"WP_122646617.1",267,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_111975981.1",268,"MULTISPECIES TWOCOMPONENT SYSTEM SENSOR HISTIDINE KINASE KDPD BACTERIA"
"WP_006680280.1",269,"MULTISPECIES MMPL FAMILY TRANSPORTER BACTERIA"
"WP_142483500.1",270,"MULTISPECIES SURFACE EXCLUSION PROTEIN SEA1PRGA BACTERIA"
"WP_214708884.1",271,"MULTISPECIES PYRUVATE PHOSPHATE DIKINASE BACTERIA"
"WP_214727278.1",272,"MULTISPECIES PENICILLINBINDING PROTEIN 1A BACTERIA"
"WP_118719620.1",273,"MULTISPECIES GLYCOSIDE HYDROLASE FAMILY 3 PROTEIN BACTERIA"
"WP_024633976.1",274,"MULTISPECIES VALINETRNA LIGASE BACTERIA"
"WP_064097004.1",275,"MULTISPECIES TONBDEPENDENT RECEPTOR BACTERIA"
"WP_000003820.1",276,"MULTISPECIES PYRUVATE DEHYDROGENASE ACETYLTRANSFERRING HOMODIMERIC TYPE BACTERIA"
"WP_010744435.1",277,"MULTISPECIES HADIC FAMILY PTYPE ATPASE BACTERIA"
"WP_114551701.1",278,"MULTISPECIES EAL DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214704216.1",279,"MULTISPECIES DNA MISMATCH REPAIR PROTEIN MUTS BACTERIA"
"WP_215978260.1",280,"MULTISPECIES ATPBINDING PROTEIN BACTERIA"
"WP_140455313.1",281,"MULTISPECIES DEADDEAH BOX HELICASE FAMILY PROTEIN BACTERIA"
"WP_214722590.1",282,"MULTISPECIES Z1 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_086291430.1",283,"MULTISPECIES ALPHAMANNOSIDASE BACTERIA"
"WP_014481093.1",284,"MULTISPECIES BETANACETYLGLUCOSAMINIDASE LYTD BACTERIA"
"WP_211781444.1",285,"MULTISPECIES ALANINETRNA LIGASE BACTERIA"
"WP_117761886.1",286,"MULTISPECIES BREX1 SYSTEM PHOSPHATASE PGLZ TYPE A BACTERIA"
"WP_032431388.1",287,"MULTISPECIES TYPE IV SECRETION SYSTEM PROTEIN TRAC BACTERIA"
"WP_006680256.1",288,"MULTISPECIES ATPDEPENDENT CHAPERONE CLPB BACTERIA"
"WP_023352245.1",289,"MULTISPECIES RELAXASEMOBILIZATION NUCLEASE DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214726554.1",290,"MULTISPECIES DNA POLYMERASE I BACTERIA"
"WP_185932021.1",291,"MULTISPECIES CALCIUMTRANSLOCATING PTYPE ATPASE PMCATYPE BACTERIA"
"WP_142428616.1",292,"MULTISPECIES GW DIPEPTIDE DOMAINCONTAINING PROTEIN BACTERIA"
"WP_017628415.1",293,"MULTISPECIES AMINOPEPTIDASE N BACTERIA"
"WP_142483502.1",294,"MULTISPECIES PHAGE TAIL TIP LYSOZYME BACTERIA"
"WP_217542418.1",295,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_021411001.1",296,"MULTISPECIES BIFUNCTIONAL GLYCOSYLTRANSFERASE FAMILY 2 PROTEINCDPGLYCEROLGLYCEROPHOSPHATE GLYCEROPHOSPHOTRANSFERASE BACTERIA"
"WP_086291405.1",297,"MULTISPECIES TYPE IV SECRETORY SYSTEM CONJUGATIVE DNA TRANSFER FAMILY PROTEIN BACTERIA"
"WP_053784380.1",298,"MULTISPECIES BIFUNCTIONAL ACETALDEHYDECOAALCOHOL DEHYDROGENASE BACTERIA"
"WP_214707955.1",299,"MULTISPECIES CARBOXYPEPTIDASELIKE REGULATORY DOMAINCONTAINING PROTEIN BACTERIA"
"WP_009018802.1",300,"MULTISPECIES TRAG FAMILY CONJUGATIVE TRANSPOSON ATPASE BACTERIA"
"WP_117762233.1",301,"MULTISPECIES DUF5696 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_198010871.1",302,"MULTISPECIES TONBDEPENDENT RECEPTOR BACTERIA"
"WP_142689076.1",303,"MULTISPECIES REPLICATION ENDONUCLEASE BACTERIA"
"WP_142435001.1",304,"MULTISPECIES ENDO14BETAXYLANASE BACTERIA"
"WP_140764455.1",305,"MULTISPECIES ATPBINDING PROTEIN BACTERIA"
"WP_115658224.1",306,"MULTISPECIES BREX1 SYSTEM PHOSPHATASE PGLZ TYPE A BACTERIA"
"WP_149875693.1",307,"MULTISPECIES GLUCOSAMINIDASE DOMAINCONTAINING PROTEIN BACTERIA"
"WP_002318546.1",308,"MULTISPECIES ATPDEPENDENT RECDLIKE DNA HELICASE BACTERIA"
"WP_015585952.1",309,"MULTISPECIES ATPBINDING PROTEIN BACTERIA"
"WP_119843162.1",310,"MULTISPECIES DNA TRANSLOCASE FTSK BACTERIA"
"WP_004293569.1",311,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_023147606.1",312,"MULTISPECIES PHAGE TAIL TAPE MEASURE PROTEIN BACTERIA"
"WP_142437469.1",313,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214704946.1",314,"MULTISPECIES YHGEPIP DOMAINCONTAINING PROTEIN BACTERIA"
"WP_142961664.1",315,"MULTISPECIES PHAGE TAIL TIP LYSOZYME BACTERIA"
"WP_214708880.1",316,"MULTISPECIES DEADDEAH BOX HELICASE BACTERIA"
"WP_014481088.1",317,"MULTISPECIES GLYCOSYLTRANSFERASE BACTERIA"
"WP_000110200.1",318,"MULTISPECIES AAA FAMILY ATPASE BACTERIA"
"WP_114488603.1",319,"MULTISPECIES PHAGEPLASMID PRIMASE P4 FAMILY BACTERIA"
"WP_214706274.1",320,"MULTISPECIES COADISULFIDE REDUCTASE BACTERIA"
"WP_002321926.1",321,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_055218986.1",322,"MULTISPECIES AAA FAMILY ATPASE BACTERIA"
"WP_154399499.1",323,"MULTISPECIES PHAGE TAIL PROTEIN BACTERIA"
"WP_214734933.1",324,"MULTISPECIES DNA GYRASE SUBUNIT A BACTERIA"
"WP_103632681.1",325,"MULTISPECIES NADHQUINONE OXIDOREDUCTASE SUBUNIT G BACTERIA"
"WP_214722971.1",326,"MULTISPECIES VITAMIN B12DEPENDENT RIBONUCLEOTIDE REDUCTASE BACTERIA"
"WP_002362807.1",327,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214722717.1",328,"MULTISPECIES GLYCOSYLTRANSFERASE BACTERIA"
"WP_016807927.1",329,"MULTISPECIES AAA FAMILY ATPASE BACTERIA"
"WP_011114047.1",330,"MULTISPECIES VIRB4 FAMILY TYPE IV SECRETIONCONJUGAL TRANSFER ATPASE BACTERIA"
"WP_021732931.1",331,"MULTISPECIES ATPASE AAA BACTERIA"
"WP_104511130.1",332,"MULTISPECIES FIMBRIAL OUTER MEMBRANE USHER PROTEIN BACTERIA"
"WP_002883383.1",333,"MULTISPECIES CLASS I ADENYLATE CYCLASE BACTERIA"
"WP_142971915.1",334,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142437728.1",335,"MULTISPECIES ALPHALRHAMNOSIDASE BACTERIA"
"WP_142447324.1",336,"MULTISPECIES DEADDEAH BOX HELICASE FAMILY PROTEIN BACTERIA"
"WP_214723638.1",337,"MULTISPECIES SLAYER HOMOLOGY DOMAINCONTAINING PROTEIN BACTERIA"
"WP_023629338.1",338,"MULTISPECIES TRANSLATION INITIATION FACTOR IF2 BACTERIA"
"WP_115652616.1",339,"MULTISPECIES ARDCLIKE SSDNABINDING DOMAINCONTAINING PROTEIN BACTERIA"
"WP_161170780.1",340,"MULTISPECIES DUF87 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_102076503.1",341,"MULTISPECIES EXCINUCLEASE ABC SUBUNIT UVRA BACTERIA"
"WP_002403577.1",342,"MULTISPECIES ATPBINDING PROTEIN BACTERIA"
"WP_026314711.1",343,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_220492092.1",344,"MULTISPECIES RELAXASE DOMAINCONTAINING PROTEIN BACTERIA"
"WP_010710553.1",345,"MULTISPECIES ATPBINDING PROTEIN BACTERIA"
"WP_068557047.1",346,"MULTISPECIES PHAGE TAIL PROTEIN BACTERIA"
"WP_141426757.1",347,"MULTISPECIES BREX1 SYSTEM PHOSPHATASE PGLZ TYPE A BACTERIA"
"WP_032415430.1",348,"MULTISPECIES GLYCOSYLTRANSFERASE FAMILY 4 PROTEIN BACTERIA"
"WP_114551521.1",349,"MULTISPECIES MOLYBDOPTERINDEPENDENT OXIDOREDUCTASE BACTERIA"
"WP_214704304.1",350,"MULTISPECIES AAA FAMILY ATPASE BACTERIA"
"WP_007487620.1",351,"MULTISPECIES TRAG FAMILY CONJUGATIVE TRANSPOSON ATPASE BACTERIA"
"WP_214726331.1",352,"MULTISPECIES PREPROTEIN TRANSLOCASE SUBUNIT SECA BACTERIA"
"WP_142424955.1",353,"MULTISPECIES DUF4968 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214706120.1",354,"MULTISPECIES NEW3 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_061565978.1",355,"MULTISPECIES DEADDEAH BOX HELICASE BACTERIA"
"WP_162548121.1",356,"MULTISPECIES METHYLACCEPTING CHEMOTAXIS PROTEIN BACTERIA"
"WP_214723419.1",357,"MULTISPECIES BREX1 SYSTEM PHOSPHATASE PGLZ TYPE A BACTERIA"
"WP_142961720.1",358,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_004103232.1",359,"MULTISPECIES DEADDEAH BOX HELICASE FAMILY PROTEIN BACTERIA"
"WP_131621679.1",360,"MULTISPECIES HEAVY METAL TRANSLOCATING PTYPE ATPASE BACTERIA"
"WP_088015164.1",361,"MULTISPECIES MBL FOLD METALLOHYDROLASE BACTERIA"
"WP_214708926.1",362,"MULTISPECIES ABC TRANSPORTER PERMEASE SUBUNIT BACTERIA"
"WP_215975347.1",363,"MULTISPECIES DISCOIDIN DOMAINCONTAINING PROTEIN BACTERIA"
"WP_084779543.1",364,"MULTISPECIES LANTIBIOTIC DEHYDRATASE BACTERIA"
"WP_119845652.1",365,"MULTISPECIES HYBRID SENSOR HISTIDINE KINASERESPONSE REGULATOR BACTERIA"
"WP_214725920.1",366,"MULTISPECIES STAGE II SPORULATION PROTEIN E BACTERIA"
"WP_142437470.1",367,"MULTISPECIES DUF4982 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214723288.1",368,"MULTISPECIES SLAYER HOMOLOGY DOMAINCONTAINING PROTEIN BACTERIA"
"WP_065804383.1",369,"MULTISPECIES TYPE VI SECRETION SYSTEM TIP PROTEIN VGRG BACTERIA"
"WP_214722584.1",370,"MULTISPECIES DUF2357 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_142430141.1",371,"MULTISPECIES MOADTHIS FAMILY PROTEIN BACTERIA"
"WP_081108641.1",372,"MULTISPECIES ATPBINDING PROTEIN BACTERIA"
"WP_010743579.1",373,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002346959.1",374,"MULTISPECIES HEAVY METAL TRANSLOCATING PTYPE ATPASE BACTERIA"
"WP_172282846.1",375,"MULTISPECIES TONBDEPENDENT RECEPTOR FAMILY PROTEIN BACTERIA"
"WP_022462777.1",376,"MULTISPECIES GLYCOGENSTARCHALPHAGLUCAN PHOSPHORYLASE BACTERIA"
"WP_214706072.1",377,"MULTISPECIES ARABINOGALACTAN ENDOBETA14GALACTANASE BACTERIA"
"WP_021411003.1",378,"MULTISPECIES GLYCOSYLTRANSFERASE BACTERIA"
"WP_119242589.1",379,"MULTISPECIES ATPBINDING PROTEIN BACTERIA"
"WP_214725495.1",380,"MULTISPECIES ATPBINDING PROTEIN BACTERIA"
"WP_214726744.1",381,"MULTISPECIES DNA TOPOISOMERASE IV SUBUNIT A BACTERIA"
"WP_214705024.1",382,"MULTISPECIES EVE DOMAINCONTAINING PROTEIN BACTERIA"
"WP_166345511.1",383,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_004098955.1",384,"MULTISPECIES AGTRANSLOCATING PTYPE ATPASE SILP BACTERIA"
"WP_142437731.1",385,"MULTISPECIES GLYCOSIDE HYDROLASE FAMILY 3 CTERMINAL DOMAINCONTAINING PROTEIN BACTERIA"
"WP_099597365.1",386,"MULTISPECIES BIFUNCTIONAL ASPARTATE KINASEHOMOSERINE DEHYDROGENASE I BACTERIA"
"WP_166343181.1",387,"MULTISPECIES ATPBINDING PROTEIN BACTERIA"
"WP_140455367.1",388,"MULTISPECIES TRAG FAMILY CONJUGATIVE TRANSPOSON ATPASE BACTERIA"
"WP_062694608.1",389,"MULTISPECIES DUF3987 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_106510601.1",390,"MULTISPECIES PHAGE TAIL TAPE MEASURE PROTEIN BACTERIA"
"WP_006680281.1",391,"MULTISPECIES YHGEPIP DOMAINCONTAINING PROTEIN BACTERIA"
"WP_173815211.1",392,"MULTISPECIES GLYCOSIDE HYDROLASE FAMILY 3 PROTEIN BACTERIA"
"WP_093357065.1",393,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_063589401.1",394,"MULTISPECIES DUF3772 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_142434797.1",395,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_174829506.1",396,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_154400257.1",397,"MULTISPECIES GLYCOSIDE HYDROLASE FAMILY 2 BACTERIA"
"WP_215975355.1",398,"MULTISPECIES TONBDEPENDENT RECEPTOR BACTERIA"
"WP_214727968.1",399,"MULTISPECIES LEUCINETRNA LIGASE BACTERIA"
"WP_002338191.1",400,"MULTISPECIES DUF3578 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_010746439.1",401,"MULTISPECIES HYDROXYMETHYLGLUTARYLCOA REDUCTASE DEGRADATIVE BACTERIA"
"WP_214706563.1",402,"MULTISPECIES NAH ANTIPORTER SUBUNIT A BACTERIA"
"WP_163875263.1",403,"MULTISPECIES ALPHAKETOACID DEHYDROGENASE SUBUNIT ALPHABETA BACTERIA"
"WP_214703942.1",404,"MULTISPECIES PRIMOSOMAL PROTEIN N BACTERIA"
"WP_214704770.1",405,"MULTISPECIES PHENYLALANINETRNA LIGASE SUBUNIT BETA BACTERIA"
"WP_142668253.1",406,"MULTISPECIES REPLICATION ENDONUCLEASE BACTERIA"
"WP_214727722.1",407,"MULTISPECIES NITRITE REDUCTASE LARGE SUBUNIT NIRB BACTERIA"
"WP_117762008.1",408,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214820568.1",409,"MULTISPECIES 3HYDROXYACYLCOA DEHYDROGENASEENOYLCOA HYDRATASE FAMILY PROTEIN BACTERIA"
"WP_214725969.1",410,"MULTISPECIES CHITOBIASEBETAHEXOSAMINIDASE CTERMINAL DOMAINCONTAINING PROTEIN BACTERIA"
"WP_093357078.1",411,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214705265.1",412,"MULTISPECIES S8 FAMILY SERINE PEPTIDASE BACTERIA"
"WP_114262024.1",413,"MULTISPECIES ADENOSINE DEAMINASE BACTERIA"
"WP_008766366.1",414,"MULTISPECIES ANAEROBIC RIBONUCLEOSIDE TRIPHOSPHATE REDUCTASE BACTERIA"
"WP_214723469.1",415,"MULTISPECIES IMMUNE INHIBITOR A BACTERIA"
"WP_185932270.1",416,"MULTISPECIES TRACFTYPE CONJUGAL TRANSFER PROTEIN BACTERIA"
"WP_050969641.1",417,"MULTISPECIES ACCESSORY SEC SYSTEM TRANSLOCASE SECA2 BACTERIA"
"WP_081133402.1",418,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002404975.1",419,"MULTISPECIES GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE BACTERIA"
"WP_002362731.1",420,"MULTISPECIES DUF2034 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_012492114.1",421,"MULTISPECIES PHOSPHOKETOLASE FAMILY PROTEIN BACTERIA"
"WP_214705273.1",422,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_010714140.1",423,"MULTISPECIES DNA PRIMASE FAMILY PROTEIN BACTERIA"
"WP_214706641.1",424,"MULTISPECIES GLYCOSIDE HYDROLASE FAMILY 31 PROTEIN BACTERIA"
"WP_086311947.1",425,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_005807191.1",426,"MULTISPECIES ZINCINLIKE METALLOPEPTIDASE DOMAINCONTAINING PROTEIN BACTERIA"
"WP_142434725.1",427,"MULTISPECIES PHAGE TAIL TAPE MEASURE PROTEIN BACTERIA"
"WP_214725735.1",428,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214725510.1",429,"MULTISPECIES DEADDEAH BOX HELICASE FAMILY PROTEIN BACTERIA"
"WP_214709330.1",430,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_005362413.1",431,"MULTISPECIES FTSXLIKE PERMEASE FAMILY PROTEIN BACTERIA"
"WP_214706386.1",432,"MULTISPECIES RIBONUCLEASE R BACTERIA"
"WP_059761575.1",433,"MULTISPECIES PHOSPHOENOLPYRUVATE SYNTHASE BACTERIA"
"WP_007052051.1",434,"MULTISPECIES FORMATE CACETYLTRANSFERASE BACTERIA"
"WP_033143517.1",435,"MULTISPECIES ABC TRANSPORTER PERMEASE BACTERIA"
"WP_006681723.1",436,"MULTISPECIES POLYRIBONUCLEOTIDE NUCLEOTIDYLTRANSFERASE BACTERIA"
"WP_086311942.1",437,"MULTISPECIES ARDCLIKE SSDNABINDING DOMAINCONTAINING PROTEIN BACTERIA"
"WP_006680296.1",438,"MULTISPECIES PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE SUBUNIT PURL BACTERIA"
"WP_214724899.1",439,"MULTISPECIES SINGLESTRANDEDDNASPECIFIC EXONUCLEASE RECJ BACTERIA"
"WP_052080622.1",440,"MULTISPECIES SGNHGDSL HYDROLASE FAMILY PROTEIN BACTERIA"
"WP_214727302.1",441,"MULTISPECIES NITRICOXIDE REDUCTASE LARGE SUBUNIT BACTERIA"
"WP_123061282.1",442,"MULTISPECIES TYPE IA DNA TOPOISOMERASE BACTERIA"
"WP_068557031.1",443,"MULTISPECIES CADMIUMTRANSLOCATING PTYPE ATPASE BACTERIA"
"WP_214704838.1",444,"MULTISPECIES FDHFYDEP FAMILY OXIDOREDUCTASE BACTERIA"
"WP_119845971.1",445,"MULTISPECIES TONBDEPENDENT RECEPTOR PLUG DOMAINCONTAINING PROTEIN BACTERIA"
"WP_010744489.1",446,"MULTISPECIES ENDONUCLEASE MUTS2 BACTERIA"
"WP_003432599.1",447,"MULTISPECIES ANAEROBIC RIBONUCLEOSIDE TRIPHOSPHATE REDUCTASE BACTERIA"
"WP_000344083.1",448,"MULTISPECIES DUF1906 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_002398543.1",449,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214706192.1",450,"MULTISPECIES SH3 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214705600.1",451,"MULTISPECIES UVRDHELICASE DOMAINCONTAINING PROTEIN BACTERIA"
"WP_022461105.1",452,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_202883179.1",453,"MULTISPECIES PHP DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214709520.1",454,"MULTISPECIES EAL DOMAINCONTAINING PROTEIN BACTERIA"
"WP_137775737.1",455,"MULTISPECIES ATPDEPENDENT CLP PROTEASE ATPBINDING SUBUNIT CLPA BACTERIA"
"WP_024628806.1",456,"MULTISPECIES PAS DOMAIN SBOX PROTEIN BACTERIA"
"WP_005875214.1",457,"MULTISPECIES ATPBINDING PROTEIN BACTERIA"
"WP_142437748.1",458,"MULTISPECIES FAMILY 78 GLYCOSIDE HYDROLASE CATALYTIC DOMAIN BACTERIA"
"WP_214704596.1",459,"MULTISPECIES DNA INTERNALIZATIONRELATED COMPETENCE PROTEIN COMECREC2 BACTERIA"
"WP_142449069.1",460,"MULTISPECIES PHAGEPLASMID PRIMASE P4 FAMILY BACTERIA"
"WP_103631667.1",461,"MULTISPECIES BIFUNCTIONAL METALLOPHOSPHATASE5NUCLEOTIDASE BACTERIA"
"WP_214710393.1",462,"MULTISPECIES CARBAMOYLTRANSFERASE HYPF BACTERIA"
"WP_214704147.1",463,"MULTISPECIES DNA TRANSLOCASE FTSK BACTERIA"
"WP_214704724.1",464,"MULTISPECIES ENDOPEPTIDASE LA BACTERIA"
"WP_054287337.1",465,"MULTISPECIES DNA TOPOISOMERASE BACTERIA"
"WP_004199098.1",466,"MULTISPECIES TYPE IA DNA TOPOISOMERASE BACTERIA"
"WP_004182128.1",467,"MULTISPECIES FE3 DICITRATE TRANSPORT PROTEIN FECA BACTERIA"
"WP_004293564.1",468,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214708419.1",469,"MULTISPECIES AAA FAMILY ATPASE BACTERIA"
"WP_118719886.1",470,"MULTISPECIES ABC TRANSPORTER ATPBINDING PROTEINPERMEASE BACTERIA"
"WP_008781630.1",471,"MULTISPECIES CARBOXYPEPTIDASELIKE REGULATORY DOMAINCONTAINING PROTEIN BACTERIA"
"WP_000180163.1",472,"MULTISPECIES MMPL FAMILY TRANSPORTER BACTERIA"
"WP_004348456.1",473,"MULTISPECIES ATPBINDING PROTEIN BACTERIA"
"WP_118719628.1",474,"MULTISPECIES ALPHAXYLOSIDASE BACTERIA"
"WP_031027987.1",475,"MULTISPECIES AAA FAMILY ATPASE BACTERIA"
"WP_008762518.1",476,"MULTISPECIES BETAGLUCOSIDASE BGLX BACTERIA"
"WP_214725506.1",477,"MULTISPECIES AAA FAMILY ATPASE BACTERIA"
"WP_214726764.1",478,"MULTISPECIES MOLYBDOPTERINDEPENDENT OXIDOREDUCTASE BACTERIA"
"WP_214705549.1",479,"MULTISPECIES AAA FAMILY ATPASE BACTERIA"
"WP_214725382.1",480,"MULTISPECIES UVRDHELICASE DOMAINCONTAINING PROTEIN BACTERIA"
"WP_088015815.1",481,"MULTISPECIES ACP SMALONYLTRANSFERASE BACTERIA"
"WP_215978235.1",482,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002296571.1",483,"MULTISPECIES SINGLESTRANDEDDNASPECIFIC EXONUCLEASE RECJ BACTERIA"
"WP_004183609.1",484,"MULTISPECIES FORMATE CACETYLTRANSFERASE BACTERIA"
"WP_030529724.1",485,"MULTISPECIES PHAGE TAIL TAPE MEASURE PROTEIN BACTERIA"
"WP_033781481.1",486,"MULTISPECIES PHAGE TAIL TAPE MEASURE PROTEIN BACTERIA"
"WP_000412442.1",487,"MULTISPECIES NLPCP60 FAMILY PROTEIN BACTERIA"
"WP_214709869.1",488,"MULTISPECIES THIAMINE PYROPHOSPHATEDEPENDENT ENZYME BACTERIA"
"WP_142434998.1",489,"MULTISPECIES GLYCOSIDE HYDROLASE FAMILY 65 PROTEIN BACTERIA"
"WP_214708767.1",490,"MULTISPECIES ATPDEPENDENT DNA HELICASE BACTERIA"
"WP_214705963.1",491,"MULTISPECIES S8 FAMILY SERINE PEPTIDASE BACTERIA"
"WP_226906333.1",492,"MULTISPECIES ATPBINDING PROTEIN BACTERIA"
"WP_103631725.1",493,"MULTISPECIES 6PHOSPHOFRUCTOKINASE BACTERIA"
"WP_032445648.1",494,"MULTISPECIES TYPE IV CONJUGATIVE TRANSFER SYSTEM COUPLING PROTEIN TRAD BACTERIA"
"WP_142422852.1",495,"MULTISPECIES PHAGE TAIL PROTEIN BACTERIA"
"WP_214707181.1",496,"MULTISPECIES DEADDEAH BOX HELICASE BACTERIA"
"WP_088015420.1",497,"MULTISPECIES BIFUNCTIONAL GLUTAMATECYSTEINE LIGASE GSHAGLUTATHIONE SYNTHETASE GSHB BACTERIA"
"WP_214728345.1",498,"MULTISPECIES AAA FAMILY ATPASE BACTERIA"
"WP_010830627.1",499,"MULTISPECIES PHAGE TAIL PROTEIN BACTERIA"
"WP_214724906.1",500,"MULTISPECIES PROTEIN TRANSLOCASE SUBUNIT SECDF BACTERIA"
"WP_142430906.1",501,"MULTISPECIES HYDRATASE BACTERIA"
"WP_142689085.1",502,"MULTISPECIES SIALATE OACETYLESTERASE BACTERIA"
"WP_002358231.1",503,"MULTISPECIES TYPE IV SECRETORY SYSTEM CONJUGATIVE DNA TRANSFER FAMILY PROTEIN BACTERIA"
"WP_034172884.1",504,"MULTISPECIES EXCINUCLEASE ABC SUBUNIT UVRA BACTERIA"
"WP_013668689.1",505,"MULTISPECIES DEADDEAH BOX HELICASE FAMILY PROTEIN BACTERIA"
"WP_095235659.1",506,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002506160.1",507,"MULTISPECIES 3HYDROXYACYLCOA DEHYDROGENASEENOYLCOA HYDRATASE FAMILY PROTEIN BACTERIA"
"WP_142437717.1",508,"MULTISPECIES AAA FAMILY ATPASE BACTERIA"
"WP_010715742.1",509,"MULTISPECIES TRAM RECOGNITION DOMAINCONTAINING PROTEIN BACTERIA"
"WP_006680362.1",510,"MULTISPECIES PHAGEPLASMID PRIMASE P4 FAMILY BACTERIA"
"WP_172284744.1",511,"MULTISPECIES T9SS TYPE A SORTING DOMAINCONTAINING PROTEIN BACTERIA"
"WP_008766433.1",512,"MULTISPECIES INORGANIC PHOSPHATE TRANSPORTER BACTERIA"
"WP_214709726.1",513,"MULTISPECIES DNA HELICASE PCRA BACTERIA"
"WP_049866741.1",514,"MULTISPECIES CATALASE HPII BACTERIA"
"WP_070503759.1",515,"MULTISPECIES RELAXASEMOBILIZATION NUCLEASE DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214710225.1",516,"MULTISPECIES NITRATE REDUCTASE BACTERIA"
"WP_114551992.1",517,"MULTISPECIES DEADDEAH BOX HELICASE FAMILY PROTEIN BACTERIA"
"WP_214726418.1",518,"MULTISPECIES PLOOP NTPASE FOLD PROTEIN BACTERIA"
"WP_042721883.1",519,"MULTISPECIES NITRICOXIDE REDUCTASE LARGE SUBUNIT BACTERIA"
"WP_214726684.1",520,"MULTISPECIES AAA DOMAINCONTAINING PROTEIN BACTERIA"
"WP_008761040.1",521,"MULTISPECIES ACONITATE HYDRATASE BACTERIA"
"WP_033504362.1",522,"MULTISPECIES TONBDEPENDENT RECEPTOR BACTERIA"
"WP_214706062.1",523,"MULTISPECIES ALPHAGALACTOSIDASE BACTERIA"
"WP_011114057.1",524,"MULTISPECIES RELAXASEMOBILIZATION NUCLEASE DOMAINCONTAINING PROTEIN BACTERIA"
"WP_130083547.1",525,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214705239.1",526,"MULTISPECIES HAMP DOMAINCONTAINING HISTIDINE KINASE BACTERIA"
"WP_142427487.1",527,"MULTISPECIES S8 FAMILY PEPTIDASE BACTERIA"
"WP_214710375.1",528,"MULTISPECIES TRANSGLUTAMINASETGPA DOMAINCONTAINING PROTEIN BACTERIA"
"WP_025714454.1",529,"MULTISPECIES PLOOP NTPASE FOLD PROTEIN BACTERIA"
"WP_214727208.1",530,"MULTISPECIES RIBONUCLEOSIDEDIPHOSPHATE REDUCTASE SUBUNIT ALPHA BACTERIA"
